"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","OPC.1","CLIC4",3.6828497818766,0.000397776110350806,0.984544784717276,142,0.320040838193499,"ENSG00000169504"
"2",2,"enrichment","OPC.1","POLE2",3.45033691019507,0.000862364013046357,0.984544784717276,7776,0.418832381594594,"ENSG00000100479"
"3",3,"enrichment","OPC.1","FRZB",3.41455145521448,0.000968653843257103,0.984544784717276,1671,0.455888462978426,"ENSG00000162998"
"4",4,"enrichment","OPC.1","ZNF677",3.33525945365518,0.00124969811333968,0.984544784717276,10232,0.303066115099635,"ENSG00000197928"
"5",5,"enrichment","OPC.1","LGALSL-DT",3.29147651465908,0.00143606116439084,0.984544784717276,1290,0.397349527545086,"ENSG00000223935"
"6",6,"enrichment","OPC.1","HNMT",3.23771540694574,0.00170054036926102,0.984544784717276,1542,0.219887774536508,"ENSG00000150540"
"7",7,"enrichment","OPC.1","DCX",3.17717510533852,0.0020526244839301,0.984544784717276,11233,0.164127067841221,"ENSG00000077279"
"8",8,"enrichment","OPC.1","SNX21",3.17390663518981,0.00207344613093245,0.984544784717276,10508,0.292075776061008,"ENSG00000124104"
"9",9,"enrichment","OPC.1","GLO1",3.17296965730716,0.00207945135018927,0.984544784717276,3868,0.186469376582263,"ENSG00000124767"
"10",10,"enrichment","OPC.1","ZNF134",3.08776592395847,0.00269860622247848,0.984544784717276,10287,0.25000539464012,"ENSG00000213762"
"11",1,"enrichment","OPC.2","RPL37",9.62744241332092,2.13214809540987e-15,2.42595810295735e-11,3182,1.11305534851613,"ENSG00000145592"
"12",2,"enrichment","OPC.2","RPLP2",8.44493624705536,5.75791853676461e-13,3.27567985556539e-09,6219,1.06323299941932,"ENSG00000177600"
"13",3,"enrichment","OPC.2","RPLP1",8.1817107808894,1.99273062385585e-12,7.55776301274394e-09,8296,1.00053276607655,"ENSG00000137818"
"14",4,"enrichment","OPC.2","RPL28",8.05050360940031,3.69443111540054e-12,1.05088093077568e-08,10250,0.857081332376717,"ENSG00000108107"
"15",5,"enrichment","OPC.2","RPL34",7.68064493777103,2.09006457344193e-11,4.75615094332445e-08,2910,0.99566591486901,"ENSG00000109475"
"16",6,"enrichment","OPC.2","RPL36",7.59656490597181,3.09371174835301e-11,5.86670871212675e-08,9764,0.956039357462998,"ENSG00000130255"
"17",7,"enrichment","OPC.2","RPS25",7.48871283201107,5.11054760591969e-11,8.30683009430775e-08,6706,0.811461992538049,"ENSG00000118181"
"18",8,"enrichment","OPC.2","RPS27",7.4095477873314,7.38074556773926e-11,9.14809961616237e-08,676,0.990160036022357,"ENSG00000177954"
"19",9,"enrichment","OPC.2","RPL13",7.40546754212682,7.52174998027932e-11,9.14809961616237e-08,8907,0.698222639401625,"ENSG00000167526"
"20",10,"enrichment","OPC.2","RPL38",7.38168081424662,8.39872753191962e-11,9.14809961616237e-08,9386,0.91539220156044,"ENSG00000172809"
"21",1,"enrichment","OPC.3","FYN",7.31444562398581,1.14515410560612e-10,6.85766495451915e-08,4078,0.293639429627076,"ENSG00000010810"
"22",2,"enrichment","OPC.3","PKP4",7.26916631081946,1.41183469415701e-10,7.91083527462056e-08,1582,0.383838772597136,"ENSG00000144283"
"23",3,"enrichment","OPC.3","TMEM108",6.87073635183549,8.79341821848549e-10,3.4500521548251e-07,2385,0.408255395960294,"ENSG00000144868"
"24",4,"enrichment","OPC.3","PPP2R2B",6.84401824293339,9.93176195933435e-10,3.76678625244354e-07,3552,0.325751833413244,"ENSG00000156475"
"25",5,"enrichment","OPC.3","STRN",6.55628098839178,3.65366883834706e-09,1.03928610106782e-06,1189,0.34801431557103,"ENSG00000115808"
"26",6,"enrichment","OPC.3","GNB4",6.54730449946069,3.80419852616112e-09,1.05399199580171e-06,2517,0.615243813328156,"ENSG00000114450"
"27",7,"enrichment","OPC.3","CDK18",6.50174277954799,4.66817361643917e-09,1.15731904864466e-06,890,1.2905279556592,"ENSG00000117266"
"28",8,"enrichment","OPC.3","FRMD4B",6.45628544995257,5.72315942463857e-09,1.35662724861537e-06,2205,0.328675895078614,"ENSG00000114541"
"29",9,"enrichment","OPC.3","BCAS1",6.43190000290695,6.38300402977374e-09,1.45251639701531e-06,10546,0.40489657164758,"ENSG00000064787"
"30",10,"enrichment","OPC.3","ARHGAP5",6.36347807320231,8.66335366514692e-09,1.93277721572631e-06,7723,0.340820270738462,"ENSG00000100852"
